Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag2,t+1 - t,t - t-1,t+1 - t-1,Price Return lag3,Price Return lag4,Action ID,Target Ticker,Payment Type,Target Industry Sector,Return Used
2013:Q1,4/25/2013,16:00,-0.3209,-0.32,-0.266,4/25/2013,-0.054,-0.16875,3.31,3.303303303,3.927492447,-0.600600601,3.303303303,3.303303303,0.900900901,72792085,CLWR US,Cash,Communications,3.927492447
2012:Q4,2/12/2013,16:01,-0.3005,-0.3,-0.271,2/12/2013,-0.029,-0.096666667,3.18,-0.626959248,-0.314465409,-0.313479624,-0.626959248,-0.626959248,-0.940438871,72792085,CLWR US,Cash,Communications,-0.314465409
2016:A,8/16/2016,,0.3953,0.419,0.435,8/16/2016,-0.016,-0.038186158,,,,,,,,120975985,AIO AU,Cash,Industrial,
2011:Q4,2/24/2012,14:00,0.5696,0.57,0.55,2/24/2012,0.02,0.035087719,44.01,0.47857794,0.181776869,0.296262534,0.47857794,0.364630811,0.136736554,55440130,SUG US,Cash or Stock,Utilities,0.296262534
2011:Q3,11/8/2011,7:00,0.4224,0.42,0.433,11/8/2011,-0.013,-0.030952381,42.25,-1.255329228,-1.325443787,0.071056371,-1.255329228,-0.307910943,-0.236854571,55440130,SUG US,Cash or Stock,Utilities,0.071056371
2011:Q2,8/9/2011,,0.4087,0.47,0.39,8/9/2011,0.08,0.170212766,40.9,6.246786632,1.051344743,5.141388175,6.246786632,7.146529563,5.501285347,55440130,SUG US,Cash or Stock,Utilities,6.246786632
2017:Q3,11/8/2017,16:15,0.7518,0.7487,0.798,11/8/2017,-0.0493,-0.065847469,51.46,4.679654549,1.282549553,3.354087166,4.679654549,4.378389235,4.057039566,154568855,CAA US,Cash or Stock,"Consumer, Cyclical",1.282549553
2011:Q2,7/26/2011,16:01,2.9091,2.91,3.047,7/26/2011,-0.137,-0.047079038,134.65,-0.022276676,-0.007426662,-0.014851118,-0.022276676,-0.037127794,-0.051978911,52784711,LZ US,Cash,Basic Materials,-0.007426662
2011:Q1,4/27/2011,16:01,2.7079,2.71,2.531,4/27/2011,0.179,0.066051661,135.02,0.066869753,-0.251814546,0.319488818,0.066869753,-0.052009808,0.044579835,52784711,LZ US,Cash,Basic Materials,-0.251814546
2010:Q4,2/23/2011,17:15,0.6175,0.62,0.478,2/23/2011,0.142,0.229032258,,,,,,,,43052047,AYE US,Stock,Utilities,
2010:Q3,10/27/2010,8:30,0.6378,0.73,0.535,10/27/2010,0.195,0.267123288,23.06,-0.731812312,0,-0.731812312,-0.731812312,-0.129143349,-0.645716746,43052047,AYE US,Stock,Utilities,-0.731812312
2010:Q2,8/4/2010,8:30,0.5486,0.57,0.377,8/4/2010,0.193,0.338596491,23.37,-0.97955707,-0.513478819,-0.468483816,-0.97955707,-1.746166951,-1.788756388,43052047,AYE US,Stock,Utilities,-0.468483816
2010:Q1,5/5/2010,8:33,0.5615,0.61,0.703,5/5/2010,-0.093,-0.152459016,20.75,-4.911131899,-2.024096386,-2.946679139,-4.911131899,-6.68849392,-3.648269411,43052047,AYE US,Stock,Utilities,-2.946679139
2011:Q3,1/31/2011,15:00,13.7234,13.6258,8.825,1/31/2011,4.8008,0.352331606,495,-3.346456693,-0.808080808,-2.559055118,-3.346456693,0.590551181,-1.181102362,40940421,8403 JP,Stock,Financial,-2.559055118
2011:S1,11/12/2010,14:00,35.61,30.89,,11/12/2010,,,458,-2.345415778,0,-2.345415778,-2.345415778,-3.624733475,-1.492537313,40940421,8403 JP,Stock,Financial,-2.345415778
2017:Q3,11/2/2017,6:00,1.7521,1.75,1.547,11/2/2017,0.203,0.116,132.7,0.075318219,0.128108515,-0.052722754,0.075318219,0.060254576,0.135572795,152200175,OA US,Cash,Industrial,-0.052722754
2014:Q1,4/11/2014,9:30,2.0649,1.945,1.814,4/11/2014,0.131,0.067352185,186,-1.582278481,0.322580645,-1.898734177,-1.582278481,-2.267932489,-2.584388186,87706609,SCVB SS,Cash,"Consumer, Cyclical",-1.898734177
2010:S1,8/27/2010,,0.0489,0.042,0.064,8/27/2010,-0.022,-0.523809524,,,,,,,,44274243,LGL AU,Cash and Stock,Basic Materials,
2017:Q3,11/1/2017,17:17,0.9794,1.05,0.864,11/1/2017,0.186,0.177142857,32.49,-0.030459945,1.015697138,-1.035638136,-0.030459945,1.370697533,1.675296984,148595956,GXP US,Stock,Utilities,1.015697138
2017:Q2,8/9/2017,17:06,0.1251,0.43,0.43,8/9/2017,0,0,31.42,-1.266624446,-0.763844685,-0.506649778,-1.266624446,-2.184927169,-0.82330589,148595956,GXP US,Stock,Utilities,-0.763844685
2017:Q1,5/4/2017,7:14,0.13,0.13,0.128,5/4/2017,0.002,0.015384615,28.51,-1.871101871,-0.666432831,-1.212751213,-1.871101871,-1.801801802,-2.806652807,148595956,GXP US,Stock,Utilities,-1.212751213
2016:Q4,2/23/2017,17:09,0.0049,0.13,0.101,2/23/2017,0.029,0.223076923,28.5,1.691928093,1.228070175,0.458230525,1.691928093,1.797673599,2.432146634,148595956,GXP US,Stock,Utilities,1.228070175
2016:Q3,11/3/2016,17:11,0.9866,1,0.939,11/3/2016,0.061,0.061,27.69,0.036258158,-0.361141206,0.398839739,0.036258158,1.70413343,3.698332125,148595956,GXP US,Stock,Utilities,-0.361141206
2016:Q2,8/4/2016,17:11,0.5489,0.55,0.418,8/4/2016,0.132,0.24,29.28,-1.753782669,-2.424863388,0.687757909,-1.753782669,-2.372764787,-2.716643741,148595956,GXP US,Stock,Utilities,-2.424863388
2015:Q3,7/1/2015,16:41,0.7437,0.74,0.818,7/1/2015,-0.078,-0.105405405,,,,,,,,94184736,FDO US,Cash and Stock,"Consumer, Cyclical",
2015:Q2,4/8/2015,8:00,0.7509,0.74,0.727,4/8/2015,0.013,0.017567568,79.97,0.707696196,-0.350131299,1.061544294,0.707696196,0.770883357,0.480222419,94184736,FDO US,Cash and Stock,"Consumer, Cyclical",1.061544294
2015:Q1,1/8/2015,7:00,0.4496,0.44,0.618,1/8/2015,-0.178,-0.404545455,78.51,-1.103220898,-0.662336008,-0.443824499,-1.103220898,-2.751711895,-2.536139995,94184736,FDO US,Cash and Stock,"Consumer, Cyclical",-0.443824499
2014:Q4,10/9/2014,16:15,0.737,0.73,0.769,10/9/2014,-0.039,-0.053424658,77.75,-0.270235491,-0.321543408,0.051473427,-0.270235491,-1.222493888,-0.952258397,94184736,FDO US,Cash and Stock,"Consumer, Cyclical",-0.321543408
2015:Q1,5/5/2015,,1.6174,1.61,1.82,5/5/2015,-0.21,-0.130434783,71.9,-3.634152932,-0.792767733,-2.864090786,-3.634152932,-2.8235612,-2.620913267,92788934,TEG US,Cash and Stock,Utilities,-3.634152932
2014:Q4,2/25/2015,16:12,0.8234,0.82,0.77,2/25/2015,0.05,0.06097561,75.56,-4.101311391,-1.283748015,-2.854204166,-4.101311391,-3.921316534,-5.515556698,92788934,TEG US,Cash and Stock,Utilities,-1.283748015
2014:Q3,11/5/2014,,0.3478,0.35,0.4,11/5/2014,-0.05,-0.142857143,74.02,0,-2.26965685,2.322366602,0,-0.470002765,0.428531933,92788934,TEG US,Cash and Stock,Utilities,0
2014:Q2,8/6/2014,17:10,,0.2,0.463,8/6/2014,-0.263,-1.315,63.79,-0.294163183,0.956262737,-1.238581824,-0.294163183,1.517262734,1.532745007,92788934,TEG US,Cash and Stock,Utilities,0.956262737
2017:A,10/30/2017,17:35,0.4026,0.3143,0.44,10/30/2017,-0.1257,-0.399936367,24.42,0.697292863,0.532350532,0.164068909,0.697292863,0.902378999,1.004922067,124386594,ZC FP,Cash,Industrial,0.532350532
2017:S1,4/28/2017,7:01,-0.0852,-0.08,-0.135,4/28/2017,0.055,0.6875,22.29,6.617118197,-0.24674742,6.880843922,6.617118197,9.997602493,9.206425318,124386594,ZC FP,Cash,Industrial,6.880843922
2010:Q3,11/9/2010,9:45,0.27,0.27,0.324,11/9/2010,-0.054,-0.2,66.17,0.412717823,-0.725404262,1.146438398,0.412717823,0.030571691,-1.299296851,48031856,9893105Q US,Stock,Energy,1.146438398
2017:Q2,7/26/2017,16:00,0.8762,0.96,0.935,7/26/2017,0.025,0.026041667,92.55,0,0.054024851,-0.05399568,0,-0.010799136,-0.021598272,138420760,WOOF US,Cash,"Consumer, Non-cyclical",0.054024851
2017:Q1,4/27/2017,16:01,0.647,0.73,0.755,4/27/2017,-0.025,-0.034246575,91.65,-0.076385858,-0.087288598,0.010912265,-0.076385858,0.109122654,0.207333042,138420760,WOOF US,Cash,"Consumer, Non-cyclical",-0.087288598
2016:Q4,2/9/2017,8:00,0.5071,0.58,0.596,2/9/2017,-0.016,-0.027586207,90.78,-0.033068783,-0.09914078,0.066137566,-0.033068783,0.077160494,0.055114638,138420760,WOOF US,Cash,"Consumer, Non-cyclical",0.066137566
2016:Q3,10/21/2016,9:00,-0.3242,0.2,0.119,10/21/2016,0.081,0.405,102.92,-0.1377546,-1.389428682,1.269310243,-0.1377546,-0.865886057,-2.243432057,129491390,N US,Cash,Technology,1.269310243
2017:Q2,1/26/2017,8:27,2.092,2.22,1.85,1/26/2017,0.37,0.166666667,111.08,0.19825178,0.099027728,0.09912589,0.19825178,0.117148779,0.171217446,135099417,HAR US,Cash,"Consumer, Cyclical",0.09912589
2015:Q4,3/4/2015,9:00,1.3596,1.43,1.373,3/4/2015,0.057,0.03986014,82.93,0.060291812,0.060291812,0,0.060291812,-0.024116725,0.036175087,100008816,PETM US,Cash,"Consumer, Cyclical",0
2011:Q1,4/21/2011,18:53,0.6991,0.7,1.197,4/21/2011,-0.497,-0.71,91.49,0.021881838,-0.076511094,0.098468271,0.021881838,0.010940919,0.153172867,49696801,BUCY US,Cash,Industrial,-0.076511094
2010:Q4,2/17/2011,20:16,1.7129,1.74,1.302,2/17/2011,0.438,0.251724138,90.95,0.29742234,0.109950522,0.187265918,0.29742234,0.286406698,0.19828156,49696801,BUCY US,Cash,Industrial,0.109950522
2013:Q1,2/7/2013,,0.0172,0.035,,2/7/2013,,,9.43,0,0.106044539,-0.105932203,0,0.105932203,-0.105932203,68772065,FNN SP,Cash,Financial,0
2012:A,11/16/2012,Aft-mkt,0.2132,0.333,0.423,11/16/2012,-0.09,-0.27027027,9.28,2.409638554,0.754310345,1.642935378,2.409638554,2.847754655,2.95728368,68772065,FNN SP,Cash,Financial,0.754310345
2013:Q2,8/8/2013,16:30,-0.6746,-0.49,-0.407,8/8/2013,-0.083,-0.169387755,127.42,-0.787770065,-0.172657354,-0.616176585,-0.787770065,-1.801731534,-2.597301303,79164157,ONXX US,Cash,"Consumer, Non-cyclical",-0.172657354
2014:A,3/5/2015,7:01,0.0382,0.381,0.243,3/5/2015,0.138,0.362204724,434.9,5.736090596,-1.241664751,7.065484983,5.736090596,5.391432792,2.831117676,99050897,FLG LN,Stock,Financial,7.065484983
2015:A,2/18/2016,7:00,0.3941,0.391,0.379,2/18/2016,0.012,0.030690537,605.5,0.581395349,0,0.581395349,0.581395349,0.664451827,0.332225914,102323324,REX LN,Cash and Stock,Industrial,0.581395349
2015:S1,7/30/2015,7:01,0.168,0.169,0.152,7/30/2015,0.017,0.100591716,549.5,1.458523245,1.27388535,0.182315406,1.458523245,1.367365542,1.731996354,102323324,REX LN,Cash and Stock,Industrial,0.182315406
2011:Q1,5/5/2011,7:33,0.17,0.17,0.426,5/5/2011,-0.256,-1.505882353,41.37,-0.505050505,0,-0.505050505,-0.505050505,0.937950938,2.02020202,51872492,PDE US,Cash and Stock,Energy,-0.505050505
2010:Q4,2/17/2011,8:09,0.3511,0.4,0.422,2/17/2011,-0.022,-0.055,40.55,-0.690846287,-0.739827374,0.049346163,-0.690846287,-2.714038983,-1.431038737,51872492,PDE US,Cash and Stock,Energy,0.049346163
2017:S1,8/7/2017,,0.0496,0.086,,8/7/2017,,,72.2,0,0,0,0,-0.138504155,-0.27700831,148576132,316 HK,Cash,Industrial,0
2014:Q4,8/13/2014,7:30,0.34,0.33,0.261,8/13/2014,0.069,0.209090909,62.78,0.095739588,-0.079643198,0.175522579,0.095739588,0.127652784,0.175522579,91811573,HSH US,Cash,"Consumer, Non-cyclical",0.175522579
2011:Q1,5/2/2011,17:05,0.0213,0.16,0.536,5/2/2011,-0.376,-2.35,67.71,-4.381594373,-3.633141338,-0.776670574,-4.381594373,-7.825322392,-9.29073857,51676254,MEE US,Cash and Stock,Energy,-3.633141338
2010:Q4,2/1/2011,18:55,-0.6523,-0.69,-0.297,2/1/2011,-0.393,-0.569565217,64.75,1.813553929,-1.158301158,3.006681514,1.813553929,0.715876551,-0.731784919,51676254,MEE US,Cash and Stock,Energy,-1.158301158
2011:S1,2/17/2011,,1.0063,0.986,0.993,2/17/2011,-0.007,-0.007099391,38.67,0.258397933,0.336177916,-0.07751938,0.258397933,-0.956072351,-1.963824289,49140845,ASX AU,Cash and Stock,Financial,0.258397933
2016:Q1,11/2/2015,6:00,1.333,1.49,1.312,11/2/2015,0.178,0.119463087,126.35,1.812884429,-0.435298773,2.258012302,1.812884429,3.593395921,4.572677242,108942103,TW US,Stock,"Consumer, Non-cyclical",2.258012302
2015:Q4,8/11/2015,6:00,1.3453,1.51,1.406,8/11/2015,0.104,0.068874172,125.13,-0.817460317,-0.127867018,-0.69047619,-0.817460317,-1.023809524,-0.412698413,108942103,TW US,Stock,"Consumer, Non-cyclical",-0.69047619
2016:Q4,2/10/2017,7:00,0.809,0.8,0.8,2/10/2017,0,0,61.8,0.242639922,0.275080906,-0.03235199,0.242639922,0.452927855,0.711743772,133886491,BEAV US,Cash and Stock,Industrial,-0.03235199
2011:Q3,11/1/2011,21:22,0.535,0.53,0.462,11/1/2011,0.068,0.128301887,37.06,0.503845134,2.266594711,-1.723680721,0.503845134,2.30708035,1.617608062,56303649,NLC US,Cash or Stock,Industrial,2.266594711
2011:Q2,8/2/2011,21:09,0.4711,0.47,0.379,8/2/2011,0.091,0.193617021,33.43,-1.602097291,1.046963805,-2.621613749,-1.602097291,-4.252840082,-4.39848529,56303649,NLC US,Cash or Stock,Industrial,1.046963805
2015:S1,2/18/2015,,0.0536,0.069,0.069,2/18/2015,0,0,2.47,-0.806451613,-0.4048583,-0.403225806,-0.806451613,-1.209677419,0.403225806,102153921,NVN AU,Stock,Financial,-0.806451613
2011:S1,7/28/2011,6:50,0.5066,0.541,0.58,7/28/2011,-0.039,-0.072088725,,,,,,,,53525186,EEN FP,Cash or Stock,Energy,
2014:Q3,10/15/2014,,0.1579,0.19,0.155,10/15/2014,0.035,0.184210526,33.28,-1.825139829,0.210336538,-2.031204004,-1.825139829,-0.824256697,-0.088313218,87605301,SWY US,Cash,"Consumer, Non-cyclical",-1.825139829
2014:Q2,7/22/2014,16:18,0.4118,0.23,0.251,7/22/2014,-0.021,-0.091304348,34.79,0.028719127,0.114975568,-0.086157381,0.028719127,0.402067777,0.143595635,87605301,SWY US,Cash,"Consumer, Non-cyclical",0.114975568
2014:Q1,4/23/2014,16:03,-0.3277,0.06,0.183,4/23/2014,-0.123,-2.05,34.02,-0.205338809,0,-0.205338809,-0.205338809,-0.469345849,0.205338809,87605301,SWY US,Cash,"Consumer, Non-cyclical",0
2016:Q1,4/27/2016,16:05,,,0.456,4/27/2016,,,65.15,3.479599692,3.161933998,0.307929176,3.479599692,3.587374904,4.572748268,119113405,9999900D US,Stock,Industrial,3.161933998
2015:Q4,2/8/2016,16:06,,,0.474,2/8/2016,,,57.09,-1.237113402,0.683131897,-1.907216495,-1.237113402,-0.515463918,-0.481099656,119113405,9999900D US,Stock,Industrial,0.683131897
2011:Q1,5/5/2011,,0.0288,0.05,0.067,5/5/2011,-0.017,-0.34,8.09,0.247218789,0.247218789,0,0.247218789,0,0.123609394,53926805,EQN CN,Cash,Basic Materials,0.247218789
2017:Q3,11/8/2017,16:15,-0.0298,0.021,-0.045,11/8/2017,0.066,3.142857143,37.34,0.373831776,0.669523299,-0.293724967,0.373831776,2.269692924,1.441922563,150312858,SFR US,Stock,Financial,0.669523299
2013:Q2,7/24/2013,16:10,0.4696,0.92,0.846,7/24/2013,0.074,0.080434783,20.08,1.645885287,1.494023904,0.149625935,1.645885287,4.93765586,6.184538653,77240040,WCRX US,Stock,"Consumer, Non-cyclical",1.494023904
2013:Q1,4/24/2013,7:00,-0.0909,0.0833,-0.018,4/24/2013,0.1013,1.216086435,9.15,-7.126556017,-2.153005464,-5.082987552,-7.126556017,-7.178423237,-8.962655602,74358894,ELN ID,Cash,"Consumer, Non-cyclical",-5.082987552
2011:Q4,9/28/2011,7:00,0.6804,0.66,0.635,9/28/2011,0.025,0.037878788,53.31,-5.887781469,-4.351903958,-1.605758583,-5.887781469,-6.127722407,-7.696566999,52114212,FDO US,Cash,"Consumer, Cyclical",-1.605758583
2011:Q3,6/29/2011,7:00,0.9218,0.91,0.946,6/29/2011,-0.036,-0.03956044,53.44,-0.867597133,-1.646706587,0.792153904,-0.867597133,1.867219917,1.112787627,52114212,FDO US,Cash,"Consumer, Cyclical",0.792153904
2011:Q2,3/30/2011,7:00,0.9812,0.98,0.979,3/30/2011,0.001,0.001020408,52.25,-2.061068702,-1.779904306,-0.286259542,-2.061068702,-1.660305344,-0.877862595,52114212,FDO US,Cash,"Consumer, Cyclical",-0.286259542
2015:Q3,11/5/2015,16:05,0.14,0.14,0.13,11/5/2015,0.01,0.071428571,23.3,-0.08583691,-0.08583691,0,-0.08583691,0.042918455,0.08583691,113820909,BMR US,Cash,Financial,-0.08583691
2014:Q1,5/14/2014,Aft-mkt,0.0464,0.043,,5/14/2014,,,2.23,0,0,0,0,0,0,88626501,OLAM SP,Cash,"Consumer, Non-cyclical",0
2015:Q1,5/8/2015,,-0.143,-0.14,0.243,5/8/2015,-0.383,-2.735714286,84.25,1.470056633,-0.047477745,1.518255211,1.470056633,1.554404145,1.482106278,96392479,DRC US,Cash,Energy,1.470056633
2014:Q4,2/27/2015,,0.85,0.6,1.294,2/27/2015,-0.694,-1.156666667,81.39,-0.049097827,0.049146087,-0.098195655,-0.049097827,-0.294586965,-0.306861421,96392479,DRC US,Cash,Energy,-0.049097827
2014:Q3,11/7/2014,Aft-mkt,0.4883,0.49,0.633,11/7/2014,-0.143,-0.291836735,81.76,-0.085647865,-0.122309198,0.036706228,-0.085647865,-0.036706228,-0.134589502,96392479,DRC US,Cash,Energy,-0.122309198
2013:Q3,11/20/2012,8:00,0.0089,0.03,0.118,11/20/2012,-0.088,-2.933333333,11.96,-15.85454545,-3.260869565,-13.01818182,-15.85454545,-14.90909091,-9.236363636,67193916,BBY US,Cash,"Consumer, Cyclical",-13.01818182
2013:Q2,8/21/2012,8:00,0.3191,0.2,0.313,8/21/2012,-0.113,-0.565,17.91,-2.422907489,-1.060859855,-1.376651982,-2.422907489,-0.825991189,-4.68061674,67193916,BBY US,Cash,"Consumer, Cyclical",-1.376651982
2017:Q2,8/3/2017,6:41,-0.6065,0.09,0.39,8/3/2017,-0.3,-3.333333333,49.71,-2.100673801,-0.623616978,-1.486325803,-2.100673801,-2.239397543,-2.279032897,119831439,ALR US,Cash,"Consumer, Non-cyclical",-1.486325803
2017:Q1,6/14/2017,16:09,-0.3746,0.4,0.483,6/14/2017,-0.083,-0.2075,49.95,0.480576692,0.46046046,0.020024029,0.480576692,0.52062475,0.420504606,119831439,ALR US,Cash,"Consumer, Non-cyclical",0.46046046
2016:Q4,5/22/2017,9:16,-1.0507,-1.0323,0.516,5/22/2017,-1.5483,-1.499854693,48.62,2.885425442,0.473056355,2.401010952,2.885425442,2.801179444,2.906486942,119831439,ALR US,Cash,"Consumer, Non-cyclical",2.401010952
2016:Q3,11/4/2016,9:54,0.2717,0.46,0.515,11/4/2016,-0.055,-0.119565217,36.1,-15.36822164,-0.997229917,-14.5157471,-15.36822164,-15.84181861,-16.8126924,119831439,ALR US,Cash,"Consumer, Non-cyclical",-14.5157471
2016:Q2,9/6/2016,6:04,-0.44,0.43,0.602,9/6/2016,-0.172,-0.4,40.07,8.228980322,5.690042426,2.402248914,8.228980322,8.075645285,8.203424482,119831439,ALR US,Cash,"Consumer, Non-cyclical",2.402248914
2016:Q1,8/17/2016,6:15,0.0287,0.5054,0.57,8/17/2016,-0.0646,-0.127819549,40.56,-0.494926998,-0.862919132,0.371195249,-0.494926998,0.148478099,-0.420687949,119831439,ALR US,Cash,"Consumer, Non-cyclical",0.371195249
2015:Q4,8/8/2016,6:22,-0.2175,0.6948,0.59,8/8/2016,0.1048,0.150834773,38.5,4.831820609,2,2.776294714,4.831820609,5.152162306,6.994127069,119831439,ALR US,Cash,"Consumer, Non-cyclical",2.776294714
2013:Q3,11/13/2013,7:18,-0.3697,-0.01,0.15,11/13/2013,-0.16,-16,13.24,5.426975259,-0.226586103,5.666400638,5.426975259,5.027932961,4.309656824,79968056,HMA US,Cash and Stock,"Consumer, Non-cyclical",5.666400638
2013:Q2,8/9/2013,16:02,0.0256,0.07,0.106,8/9/2013,-0.036,-0.514285714,13.24,-0.150829563,0,-0.150829563,-0.150829563,-0.904977376,-0.678733032,79968056,HMA US,Cash and Stock,"Consumer, Non-cyclical",0
2017:Q1,7/29/2016,15:00,-16.8788,-17.28,6.03,7/29/2016,-23.31,-1.348958333,92,-4.255319149,-2.173913043,-2.127659574,-4.255319149,-3.191489362,-4.255319149,116506047,6753 JP,Cash,"Consumer, Cyclical",-2.127659574
2016:A,5/12/2016,15:00,-139.1498,-154.64,-735.107,5/12/2016,580.467,3.75366658,130,1.526717557,2.307692308,-0.763358779,1.526717557,0.763358779,3.053435115,116506047,6753 JP,Cash,"Consumer, Cyclical",-0.763358779
2016:Q3,11/1/2016,6:30,0.2465,0.36,0.364,11/1/2016,-0.004,-0.011111111,19.93,9.049544995,8.228800803,0.758341759,9.049544995,5.207280081,8.139534884,127212222,1469138D US,Stock,"Consumer, Non-cyclical",0.758341759
2016:Q2,8/3/2016,16:15,0.225,0.34,0.353,8/3/2016,-0.013,-0.038235294,23.65,-2.463891249,-2.917547569,0.46728972,-2.463891249,-1.316907392,-5.012744265,127212222,1469138D US,Stock,"Consumer, Non-cyclical",-2.917547569
2012:Q3,9/6/2012,8:00,0.3099,0.3,0.302,9/6/2012,-0.002,-0.006666667,16.14,0.061957869,0.061957869,0,0.061957869,-0.061957869,-0.123915737,62656525,VT CN,Cash,Industrial,0
2012:Q2,6/12/2012,8:04,0.2082,0.18,0.113,6/12/2012,0.067,0.372222222,16.12,-0.062073246,-0.124069479,0.062073246,-0.062073246,0.062073246,-0.062073246,62656525,VT CN,Cash,Industrial,0.062073246
2011:Q3,1/21/2011,8:30,0.778,0.8,0.793,1/21/2011,0.007,0.00875,63.85,-0.440597954,-0.908379013,0.472069237,-0.440597954,-2.391817467,-2.486231314,42934594,ARG US,Cash,Basic Materials,0.472069237
2011:Q2,10/26/2010,8:30,0.8239,0.83,0.814,10/26/2010,0.016,0.019277108,70.84,1.157308187,-0.056465274,1.214459208,1.157308187,1.143020431,1.285897985,42934594,ARG US,Cash,Basic Materials,1.214459208
2011:Q1,7/21/2010,7:45,0.8153,0.83,0.72,7/21/2010,0.11,0.13253012,64.73,0,0.664297853,-0.659914058,0,0.491098834,0.629220381,42934594,ARG US,Cash,Basic Materials,-0.659914058
2010:Q4,5/6/2010,8:40,0.6961,0.69,0.675,5/6/2010,0.015,0.02173913,61.21,-3.125,0.784185591,-3.878768844,-3.125,-0.345477387,-0.612437186,42934594,ARG US,Cash,Basic Materials,-3.878768844
2017:Q1,4/25/2017,16:01,1.9661,1.83,1.838,4/25/2017,-0.008,-0.004371585,313.72,-0.1783042,-0.066938671,-0.111440125,-0.1783042,-0.216512242,-0.442576496,143222763,PNRA US,Cash,"Consumer, Cyclical",-0.066938671
2015:Q2,7/28/2015,16:30,0.9073,0.91,0.945,7/28/2015,-0.035,-0.038461538,77.25,0.012956725,-0.077669903,0.090697072,0.012956725,0.038870174,-0.025913449,108072065,1498499D US,Cash,Financial,-0.077669903
2012:Q1,4/26/2012,8:00,-0.4225,-0.42,-0.442,4/26/2012,0.022,0.052380952,41.93,1.412497007,1.025518722,0.383050036,1.412497007,2.489825233,2.968637778,59911133,VMC US,Stock,Basic Materials,0.383050036
2011:Q4,2/16/2012,8:01,-0.1537,-0.14,-0.372,2/16/2012,0.232,1.657142857,47.53,0.824698668,0.315590154,0.507506872,0.824698668,-1.015013745,-2.452949884,59911133,VMC US,Stock,Basic Materials,0.507506872
2011:Q1,5/3/2011,7:30,0.1819,0.18,0.541,5/3/2011,-0.361,-2.005555556,6.58,-6.278026906,-4.711246201,-1.644245142,-6.278026906,-3.288490284,-2.391629297,50344110,THC US,Cash,"Consumer, Non-cyclical",-1.644245142
2010:Q4,2/25/2011,7:30,0.1197,0.13,0.312,2/25/2011,-0.182,-1.4,7.07,3.012912482,1.555869873,1.43472023,3.012912482,0.860832138,1.721664275,50344110,THC US,Cash,"Consumer, Non-cyclical",1.43472023
2016:S1,2/24/2016,,0.2093,0.22,0.211,2/24/2016,0.009,0.040909091,9.01,0.110987791,0.110987791,0,0.110987791,0.110987791,-1.553829079,109019399,AIO AU,Cash and Stock,Industrial,0.110987791
2015:A,8/18/2015,,0.3882,0.425,0.403,8/18/2015,0.022,0.051764706,8.69,6.658446363,-0.460299194,7.151664612,6.658446363,6.781750925,6.781750925,109019399,AIO AU,Cash and Stock,Industrial,6.658446363
2014:Q4,11/18/2014,,-0.9135,0.21,0.218,11/18/2014,-0.008,-0.038095238,128.27,0.07797271,0.062368442,0.015594542,0.07797271,0.210526316,0.187134503,95714499,CNQR US,Cash,Technology,0.07797271
2014:Q2,7/30/2014,16:26,0.1,0.1,0.098,7/30/2014,0.002,0.02,41.77,-3.756201276,-2.465884606,-1.322938814,-3.756201276,-4.795653201,-5.976848571,92520540,TWTC US,Cash and Stock,Communications,-2.465884606
2010:A,2/15/2011,8:56,0.2949,0.304,0.276,2/15/2011,0.028,0.092105263,6.42,0.155520995,0.31152648,-0.155520995,0.155520995,0.155520995,0.466562986,49818881,AXA AU,Cash,Financial,-0.155520995
2011:Q3,3/17/2011,11:00,6.6007,6.528,6.11,3/17/2011,0.418,0.064031863,660,0.075757576,0.075757576,0,0.075757576,0.303030303,0.227272727,51116040,DCO DC,Cash,"Consumer, Non-cyclical",0
2015:S1,8/6/2015,17:34,0.4168,0.409,,8/6/2015,,,,,,,,,,104328184,PIRC IM,Cash,"Consumer, Cyclical",
2015:Q1,5/13/2015,17:32,0.2073,0.173,,5/13/2015,,,,,,,,,,104328184,PIRC IM,Cash,"Consumer, Cyclical",
2014:A,3/31/2015,15:29,0.1867,0.85,,3/31/2015,,,,,,,,,,104328184,PIRC IM,Cash,"Consumer, Cyclical",
2017:Q2,6/8/2017,6:30,0.1628,0.2,0.185,6/8/2017,0.015,0.075,34.75,-0.229819018,-0.057553957,-0.172364263,-0.229819018,0.373455903,-0.057454754,145472575,PTHN US,Cash,"Consumer, Non-cyclical",-0.172364263
2011:Q1,5/19/2011,,0.746,0.746,,5/19/2011,,,27.7,0.252616384,0.288808664,-0.036088055,0.252616384,-0.036088055,0.144352219,52109220,CEP SM,Cash,Energy,0.252616384
2010:A,2/25/2011,,1.5981,1.563,1.752,2/25/2011,-0.189,-0.120921305,28.05,0,-0.035650624,0.035663338,0,0.035663338,0.92724679,52109220,CEP SM,Cash,Energy,0
2011:Q1,5/10/2011,,0.2587,0.26,0.83,5/10/2011,-0.57,-2.192307692,83,0.036144578,0.036144578,0,0.036144578,0.072289157,-0.012048193,51871808,BEC US,Cash,"Consumer, Non-cyclical",0.036144578
