Action ID,Announce Date,Target Ticker,Target ISIN,Acquirer Ticker,Announced Total Value (mil.),Payment Type,Deal Status,Completion/Termination Date
75565761,3/28/2013,EQC US,US2946281027,,2898.45,Cash,Terminated,12/31/2013
88530073,3/12/2014,EPL US,US26883D1081,EXXIQ US,2183.68,Cash or Stock,Completed,6/4/2014
106972864,7/27/2016,EPIQ US,US26882D1090,,1005.47,Cash,Completed,10/3/2016
53380294,4/4/2011,EPIC US,US29426L1089,6212Z LN,936.03,Cash,Completed,5/17/2011
71607426,12/6/2012,EPHC US,US29428R1032,TD CN,669.71,Cash,Completed,3/28/2013
94796864,8/10/2014,EPB US,US2837021086,KMI US,10275.56,Cash and Stock,Completed,11/28/2014
58485814,10/16/2011,EP US,US28336L1098,KMI US,37572.46,Cash and Stock,Completed,5/25/2012
90985825,5/8/2014,ENV AU,AU000000ENV4,,3794.68,Cash,Completed,10/20/2014
79544560,7/16/2013,ENV AU,AU000000ENV4,APA AU,3109.97,Stock,Terminated,9/27/2013
85050706,12/16/2013,ENV AU,AU000000ENV4,APA AU,3075.87,Cash or Stock,Terminated,7/18/2014
156830757,12/7/2017,ENTL US,US29363K1051,SYK US,629.89,Cash,Pending, 
78636845,6/24/2013,ENRC LN,GB00B29BCK10,0858982D KZ,2227.86,Cash and Stock,Completed,11/25/2013
53108782,3/25/2011,ENP US,US29257A1060,VNRSQ US,807.88,Stock,Completed,12/1/2011
132997196,10/5/2016,ENH US,BMG303971060,8630 JP,6284.85,Cash,Completed,3/29/2017
125259249,5/6/2016,ENDESAAM CI,CL0002266758,ENELAM CI,1584.73,Cash or Stock,Completed,12/29/2016
52043214,2/14/2011,EMS US,US29100P1021,5056Z US,2987.17,Cash,Completed,5/26/2011
44814086,4/26/2010,EMMS US,US2915254005,,405.99,Cash,Terminated,9/9/2010
113811828,10/12/2015,EMC US,US2686481027,1437308D US,63693.23,Cash,Completed,9/7/2016
103158623,2/25/2015,ELX US,US2924752098,1373183D US,539.95,Cash,Completed,5/5/2015
65917712,6/29/2012,ELTTY US,US2903481016,MRO LN,2784.24,Cash,Completed,8/24/2012
98126356,12/15/2014,ELT NO,NO0003109407,2308 TT,601.35,Cash,Completed,4/23/2015
72159726,12/20/2012,ELOQ US,US2901391043,ORCL US,724.35,Cash,Completed,2/11/2013
134713620,11/7/2016,ELNK US,US27033X1019,WIN US,1077.47,Stock,Completed,2/28/2017
74358894,2/25/2013,ELN ID,IE0003072950,0818400D SW,7777.45,Cash,Terminated,6/18/2013
79925350,7/29/2013,ELN ID,IE0003072950,PRGO US,6199.28,Cash and Stock,Completed,12/18/2013
55233097,6/13/2011,ELMG US,US26873N1081,HON US,484.86,Cash,Completed,8/23/2011
156073811,11/27/2017,ELE FP,FR0004254035,ALV GR,1587.57,Cash,Pending, 
87653604,2/20/2014,EIFF FP,FR0000036816,580872Z FP,1061.83,Cash,Completed,9/10/2014
92151983,6/5/2014,EIFF FP,FR0000036816,47646Q FP,799.79,Cash,Terminated,7/9/2014
60091173,12/19/2011,EGU CN,CA2987741006,ELD CN,2555.76,Cash and Stock,Completed,3/1/2012
114661847,11/18/2015,EGPW IM,IT0004618465,ENEL IM,3314.73,Stock,Completed,4/1/2016
81768224,9/24/2013,EGIS HB,HU0000053947,41022Z FP,481.28,Cash,Completed,12/12/2013
53525186,4/8/2011,EEN FP,FR0010400143,EDF FP,7919.45,Cash or Stock,Completed,8/16/2011
52710840,3/10/2011,EDT AU,AU000000EDT9,,1191.19,Cash,Completed,9/6/2011
65271994,5/25/2012,EDN IM,IT0003152417,EDF FP,1117.25,Cash,Completed,9/10/2012
82058789,10/1/2013,EDG US,US28014Q1076,8053 JP,894.49,Cash,Completed,11/21/2013
120383581,2/9/2016,EDE US,US2916411083,AQN CN,2361.73,Cash,Completed,1/3/2017
113817432,10/8/2015,EDCL LI,US29843U2024,,2480.64,Cash,Completed,11/18/2015
45898223,6/9/2010,ECLP US,US2788561098,MDRX US,1242.63,Stock,Completed,8/25/2010
100696527,12/23/2014,ECHEM NO,NO0010327620,,850,Cash,Pending, 
76616544,5/1/2013,EBIX US,US2787152063,GS US,818.98,Cash,Terminated,6/19/2013
136744096,12/12/2016,E2V LN,GB00B01DW905,TDY US,786.53,Cash,Completed,3/29/2017
50475312,12/15/2010,DYNIQ US,US26817G3002,IEP US,4734.27,Cash,Terminated,2/18/2011
47475172,8/13/2010,DYNIQ US,US26817G3002,BX US,4659.56,Cash,Terminated,11/23/2010
145740926,10/30/2017,DYN US,US26817R1086,VST US,10515.44,Stock,Pending,6/30/2018
114935287,11/2/2015,DYAX US,US26746E1038,SHP LN,5393.89,Cash,Completed,1/25/2016
91288099,5/15/2014,DXNS LN,GB0000472455,DC/ LN,2892.24,Stock,Completed,8/7/2014
126490772,6/1/2016,DWRE US,US24802Y1055,CRM US,2778.8,Cash,Completed,7/11/2016
114048803,10/14/2015,DWNI GR,DE000A0HN5C6,VNA GR,15232.62,Cash and Stock,Terminated,2/10/2016
124618656,4/28/2016,DWA US,US26153C1036,CMCSA US,3797.2,Cash,Completed,8/23/2016
72492452,12/30/2012,DUF US,US26433B1070,,628.82,Cash,Completed,4/23/2013
136358903,12/5/2016,DUE AU,AU000000DUE7,,9781.7,Cash,Completed,5/17/2017
132183396,9/20/2016,DTSI US,US23335C1018,XPER US,877.43,Cash,Completed,12/2/2016
54318397,5/9/2011,DTGF US,US2567431059,HRI US,2138.08,Cash and Stock,Terminated,10/27/2011
47080054,7/28/2010,DTGF US,US2567431059,CAR US,1325.26,Cash and Stock,Terminated,9/14/2011
44801790,4/26/2010,DTGF US,US2567431059,HRI US,1280.47,Cash and Stock,Terminated,9/30/2010
68070105,8/26/2012,DTGF US,US2567431059,HRI US,1236.92,Cash,Completed,11/28/2012
108250913,6/15/2015,DSKY US,US45173K1016,,497.4,Cash,Completed,9/8/2016
113218404,11/6/2015,DRTY LN,GB0033040113,FNAC FP,1596.72,Cash,Completed,8/17/2016
121621806,3/2/2016,DRTY LN,GB0033040113,SNH GR,1157.11,Cash,Terminated,6/1/2016
97066463,10/6/2014,DRTX US,US26658A1079,AGN US,652.03,Cash,Completed,11/18/2014
97859898,10/23/2014,DRIV US,US25388B1044,8210273Z US,574.55,Cash,Completed,2/13/2015
127973862,6/29/2016,DRII US,US25272T1043,APO US,3073.38,Cash,Completed,9/2/2016
96392479,9/21/2014,DRC US,US2616081038,SIE GR,7640.01,Cash,Completed,7/1/2015
49858339,11/22/2010,DRAK NA,NL0000347813,PRY IM,1618.47,Cash and Stock,Completed,4/7/2011
53850773,4/20/2011,DPL US,US2332931094,AES US,4639.58,Cash,Completed,11/28/2011
48147411,9/12/2010,DPB GR,DE0008001009,DBK GR,1532.69,Cash,Completed,11/24/2010
107601588,6/1/2015,DOU GR,DE0006099005,2270Z LN,3132.66,Cash,Completed,8/31/2015
69794281,10/15/2012,DOU GR,DE0006099005,13620Z US,2038.82,Cash,Completed,7/25/2013
71113463,11/26/2012,DOCK NO,BMG2786A1062,BOKA NA,1459.86,Cash,Completed,5/6/2013
46979020,7/23/2010,DNX LN,GB0033252056,KNOCPZ KS,2787.01,Cash,Completed,10/28/2010
103850397,3/11/2015,DNO LN,GB0002748050,6448 JP,1477.07,Cash,Completed,6/12/2015
50406201,12/13/2010,DNEX US,US2545461046,TMO US,2068.14,Cash,Completed,5/18/2011
51455105,1/20/2011,DNBK US,US2364421097,PBCT US,479.62,Cash or Stock,Completed,7/1/2011
112962625,10/28/2015,DMND US,US2526031057,LNCE US,1899.64,Cash and Stock,Completed,3/1/2016
69496652,10/4/2012,DML AU,AU000000DML9,,877.64,Cash,Terminated,2/1/2013
59839137,12/8/2011,DMAN US,US24802R5063,IBM US,411.02,Cash,Completed,2/15/2012
45884562,5/13/2010,DLSV RM,RU0009101158,RTKM RM,480.45,Stock,Completed,4/4/2011
49964878,11/25/2010,DLM US,US24522P1030,,5098.61,Cash,Completed,3/9/2011
118004436,8/25/2015,DLC IM,IT0004772502,6503 JP,560.7,Cash,Completed,12/23/2015
50242643,12/6/2010,DLAR LN,GB00B3DGH821,2273421Z FP,1415.33,Cash,Terminated,1/25/2011
133043058,12/23/2016,DL NA,NL0009294552,NN NA,2602.8,Cash,Completed,6/1/2017
89774284,4/9/2014,DJS AU,AU000000DJS0,WHL SJ,2009.53,Cash,Completed,8/5/2014
120636135,2/14/2016,DIL NZ,NZDILE0001S9,776341Z US,624,Cash,Completed,4/15/2016
139407209,1/29/2017,DHT US,MHY2065G1219,FRO US,1038.09,Stock,Pending, 
136508106,3/13/2017,DH CN,CA23290R1010,389272Z US,3431.5,Cash,Completed,6/16/2017
53178654,3/29/2011,DGTL PM,PHY2071U1061,TEL PM,2332.17,Stock,Completed,10/26/2011
104157995,5/21/2015,DGO ID,IE0000590798,381428Z UH,2840.49,Cash,Completed,9/7/2015
140576382,2/24/2017,DGI US,US25389M8771,MAXR CN,3192.89,Cash and Stock,Completed,10/5/2017
146950142,6/9/2017,DFT US,US26613Q1067,DLR US,6309.53,Stock,Completed,9/14/2017
60186161,12/21/2011,DFG US,US2471311058,8766 JP,2476.22,Cash,Completed,5/16/2012
69045210,9/21/2012,DEVG BB,BE0003821387,SYNN SW,476.29,Cash,Completed,2/27/2013
109300758,7/21/2015,DEPO US,US2499081048,HZNP US,2752.86,Stock,Terminated,11/20/2015
52267407,2/23/2011,DEP US,US2650261041,EPD US,1056.65,Stock,Completed,9/8/2011
73727936,2/5/2013,DELL US,US24702R1014,,16435.6,Cash,Completed,10/30/2013
75368792,3/25/2013,DELL US,US24702R1014,IEP US,10379.77,Cash,Terminated,9/9/2013
106697159,6/24/2015,DELB BB,BE0003562700,AD NA,11473.42,Stock,Completed,7/25/2016
154192919,10/23/2017,DEL US,US2478501008,PCH US,1369.81,Stock,Pending,6/30/2018
76012707,4/12/2013,DE NA,NL0010157558,1074556D LX,10075.46,Cash,Completed,10/29/2013
46763008,7/15/2010,DDT LN,GB0008435405,9432 JP,2647.98,Cash,Completed,12/14/2010
142281426,7/17/2017,DDC CN,CA2572871028,3043451Z US,1034.78,Cash,Completed,11/3/2017
116885280,12/11/2015,DD US,US2635341090,DWDP US,65603.12,Stock,Completed,9/1/2017
51116040,1/9/2011,DCO DC,DK0010207497,DD US,7112.65,Cash,Completed,6/17/2011
132854597,10/3/2016,DCI CN,CA25456A1030,CATM US,407.34,Cash,Completed,1/10/2017
54768941,5/23/2011,DCH FP,FR0000032195,,945.1,Cash,Completed,9/8/2011
57560098,9/8/2011,DCH FP,FR0000032195,,542.74,Cash,Completed,11/18/2011
58318974,10/9/2011,DAY CN,CA2395902018,SINZ CH,2750.87,Cash,Completed,12/30/2011
85371147,12/23/2013,DASA3 BZ,BRDASAACNOR1,0925804D BZ,1300.35,Cash,Completed,3/12/2014
122185146,3/9/2016,DANG US,US26833A1051,,468.13,Cash,Terminated,9/20/2016
54121431,5/2/2011,D9C GR,DE000DCAG010,TEX US,1251.03,Cash,Completed,8/16/2011
70921631,11/19/2012,CZE CN,CA12674A1075,FEC CN,440.85,Cash and Stock,Completed,1/4/2013
110243232,7/29/2015,CYT US,US2328201007,SOLB BB,6091.17,Cash,Completed,12/9/2015
139013883,2/14/2017,CYNO US,US2325772059,HOLX US,1046.2,Cash,Completed,3/23/2017
101683907,1/22/2015,CYN US,US1785661059,RY CN,5608.68,Cash or Stock,Completed,11/2/2015
69880569,10/17/2012,CYMI US,US2325721072,ASML NA,2345.63,Cash and Stock,Completed,5/31/2013
44716766,4/21/2010,CYBS US,US23251J1060,V US,1796.58,Cash,Completed,7/22/2010
70698135,11/12/2012,CXS US,US2265531051,NLY US,789.74,Cash,Completed,5/24/2013
43939983,3/21/2010,CXG US,US12618H3093,CNX US,963.31,Cash,Completed,6/1/2010
131499029,9/5/2016,CWI AV,AT0000697750,VNA GR,3151.27,Cash or Stock,Completed,10/25/2017
138773292,1/16/2017,CWEI US,US9694901011,NBL US,3115.09,Cash and Stock,Completed,4/25/2017
114459184,11/16/2015,CWC LN,GB00B5KKT968,LBTYA US,8253.12,Stock,Completed,5/16/2016
63618440,4/23/2012,CW/ LN,GB00B5WB0X89,VOD LN,1841.38,Cash,Completed,7/30/2012
96561744,9/24/2014,CVTS US,US17887L1052,ACOR US,516.11,Cash,Completed,10/22/2014
124170496,4/18/2016,CVT US,US23247G1094,389272Z US,1407.6,Cash,Completed,11/29/2016
61754438,2/16/2012,CVI US,US12662P1084,IEP US,2176.63,Cash,Completed,5/18/2012
67850494,8/20/2012,CVH US,US2228621049,AET US,5590.6,Cash and Stock,Completed,5/7/2013
98212788,11/3/2014,CVD US,US2228161004,LH US,5559.16,Cash and Stock,Completed,2/19/2015
112638464,9/17/2015,CVC US,US12686C1099,,17835.29,Cash,Completed,6/21/2016
55610270,6/23/2011,CV US,US1557711082,,656.79,Cash,Completed,6/28/2012
54879917,5/30/2011,CV US,US1557711082,FTS CN,654.73,Cash,Terminated,7/12/2011
113714371,10/6/2015,CUS CN,CA13751W1032,SPB CN,746.61,Stock,Terminated,6/30/2016
131921015,9/14/2016,CUS CN,CA13751W1032,CHE-U CN,678.47,Cash,Completed,3/10/2017
143463797,4/6/2017,CUNB US,US1265341065,PACW US,707.11,Cash and Stock,Completed,10/24/2017
156085739,11/27/2017,CUDA US,US0683231049,129626Z US,1261.32,Cash,Pending,2/28/2018
126328967,5/30/2016,CU1 GR,DE000A12UL56,CAP GR,621.85,Stock,Completed,10/20/2016
100319114,9/12/2014,CU FP,FR0000121568,,1258.85,Cash,Completed,3/23/2015
93172942,6/30/2014,CU FP,FR0000121568,,1233.41,Cash,Terminated,1/3/2015
77459522,5/27/2013,CU FP,FR0000121568,,879.9,Cash,Terminated,8/14/2014
45884446,5/13/2010,CTLK RM,RU0009075840,RTKM RM,1877.22,Stock,Completed,4/4/2011
115071394,11/13/2015,CTIP3 BZ,BRCTIPACNOR2,BVMF3 BZ,3441.42,Cash and Stock,Completed,3/30/2017
131208948,8/31/2016,CTH CN,CA23257Y8595,4506 JP,460.48,Cash,Completed,10/24/2016
114991855,11/2/2015,CTCT US,US2103131023,EIGI US,883.46,Cash,Completed,2/10/2016
78306699,6/12/2013,CTB US,US2168311072,APTY IN,2341.12,Cash,Terminated,12/30/2013
117034003,8/22/2016,CST US,US12646R1059,ATD/B CN,5264.91,Cash,Completed,6/28/2017
94118437,7/24/2014,CSS CN,CA21233T1012,TFII CN,585.37,Cash,Completed,12/11/2014
52871772,3/8/2011,CSR US,US16942J1051,,709.73,Cash,Completed,9/16/2011
97512294,10/15/2014,CSR LN,GB0034147388,QCOM US,2131.63,Cash,Completed,8/17/2015
124709762,4/28/2016,CSH US,US14754D1000,FCFS US,1046.35,Stock,Completed,9/2/2016
79722831,7/22/2013,CSE US,US14055X1028,PACW US,2237.84,Cash and Stock,Completed,4/8/2014
116075730,1/20/2016,CSE CN,CA14069Q1019,0762013D LN,1210.32,Cash,Completed,5/5/2016
142174153,5/24/2016,CSC US,US2053631048,DXC US,6127.13,Stock,Completed,4/3/2017
154875708,11/1/2017,CSBK US,US1868731050,KRNY US,409.96,Stock,Pending,6/30/2018
98753355,11/18/2014,CRYS SP,SG2B76958422,KIT SP,517.38,Stock,Completed,5/22/2015
48275069,9/17/2010,CRXL NA,NL0000358562,JNJ US,1736.69,Cash,Completed,4/12/2011
144334870,6/28/2017,CRT SP,SG2F73992297,BX US,1170.46,Cash,Completed,10/26/2017
44652108,4/19/2010,CRN US,US2191411089,GEO US,681.45,Cash or Stock,Completed,8/13/2010
69333694,10/1/2012,CRDN US,US1567101050,MMM US,675.13,Cash,Completed,11/29/2012
89940244,4/14/2014,CRCL LN,CA1407561077,GLEN LN,1308.11,Cash,Completed,7/9/2014
68780325,9/13/2012,CRBC US,US1744203076,FMER US,894.32,Stock,Completed,4/15/2013
57278025,8/29/2011,CQO AU,AU000000CQO6,,1392.36,Cash,Completed,5/2/2012
132730801,9/30/2016,CQH US,US16411W1080,LNG US,1019.87,Stock,Terminated,12/9/2016
94819706,8/11/2014,CQB US,US1700328099,,1268.5,Cash,Completed,1/7/2015
126345390,5/31/2016,CPXX US,US15089R1023,JAZZ US,1281.19,Cash,Completed,7/13/2016
58320298,10/10/2011,CPX US,US20453E1091,SPN US,3356.8,Cash and Stock,Completed,2/8/2012
64226565,5/9/2012,CPWM US,US2214851055,BBBY US,629.58,Cash,Completed,7/2/2012
76500772,4/29/2013,CPTS US,US2060161070,BAYN GR,986.34,Cash,Completed,6/6/2013
62995154,3/30/2012,CPR PL,PTCPR0AM0003,899180Z BZ,5431.06,Cash,Completed,6/20/2012
132432363,9/26/2016,CPPL US,US1982811077,TRP CN,2155.05,Cash,Completed,2/17/2017
73476752,1/29/2013,CPNO US,US2172021006,KMP US,4151.13,Stock,Completed,5/2/2013
145256363,8/18/2017,CPN US,US1313473043,,17132.7,Cash,Pending,3/31/2018
154570853,10/30/2017,CPLA US,US1395941057,STRA US,732.98,Stock,Pending,9/30/2018
54772897,5/25/2011,CPKI US,US13054D1090,PRAX PE,449.41,Cash,Completed,7/8/2011
49969491,11/26/2010,CPII US,US12618M1009,3311331Z US,517.57,Cash,Completed,2/14/2011
45180328,5/10/2010,CPII US,US12618M1009,CMTL US,471.76,Cash and Stock,Terminated,9/7/2010
131517945,9/6/2016,CPHD US,US15670R1077,DHR US,3896.58,Cash,Completed,11/8/2016
122278120,3/17/2016,CPGX US,US1982801094,TRP CN,12026.25,Cash,Completed,7/1/2016
140487501,1/23/2017,CPFE3 BZ,BRCPFEACNOR0,CHSGCZ CH,3711.79,Cash,Pending,11/30/2017
136508022,11/8/2016,CPFE3 BZ,BRCPFEACNOR0,CHSGCZ CH,1389.07,Cash,Completed,1/23/2017
55508609,6/20/2011,CPA-U CN,CA14042N1006,ATP CN,1790.29,Cash or Stock,Completed,11/10/2011
83913047,11/19/2013,CPA AU,AU000000CPA7,GPT AU,3677.17,Cash and Stock,Terminated,1/24/2014
82484616,10/11/2013,CPA AU,AU000000CPA7,,2327.65,Cash and Stock,Completed,4/15/2014
92508720,6/15/2014,COV US,IE00B68SQD29,MDT US,46235.92,Cash and Stock,Completed,1/27/2015
61948069,2/24/2012,COV LN,GB0034353531,PTTEP TB,1593.48,Cash,Completed,9/18/2012
61860263,2/22/2012,COV LN,GB0034353531,RDSA LN,1418.87,Cash,Terminated,7/25/2012
113655400,10/5/2015,COS CN,CA13643E1051,SU CN,4809.66,Stock,Completed,2/22/2016
120980299,2/22/2016,COS CN,CA13643E1051,SU CN,488.08,Stock,Completed,3/24/2016
94238905,7/29/2014,CORA NA,NL0000288967,LI FP,9874.71,Stock,Completed,4/1/2015
74395605,2/26/2013,COP NO,NO0010352412,CFG SP,1019.6,Cash,Completed,11/8/2013
75787497,4/5/2013,COP NO,NO0010352412,CEQ NO,916.59,Cash,Terminated,5/23/2013
51517448,1/24/2011,CONTAL* MM,MXP3091R1239,AC* MM,2200.19,Stock,Completed,6/1/2011
118005120,1/29/2015,COMERUBC MM,MXP200821413,SORIANAB MM,2241.04,Cash,Completed,7/11/2016
108479035,6/19/2015,COLT LN,LU0253815640,,873.4,Cash,Completed,9/25/2015
82883518,10/23/2013,COLE US,US19329V1052,VER US,9846.45,Cash or Stock,Completed,2/7/2014
78560302,3/20/2013,COLE US,US19329V1052,VER US,9822.24,Cash or Stock,Terminated,4/11/2013
150061447,9/5/2017,COL US,US7743411016,UTX US,30174.06,Cash and Stock,Pending,9/30/2018
99371754,12/1/2014,CODE US,US84649R2004,CY US,1641.17,Stock,Completed,3/13/2015
115211090,1/7/2016,CO US,KYG211071009,600682 CH,569.16,Cash and Stock,Terminated,9/1/2016
137955227,12/30/2016,CO US,KYG211071009,1479717D CH,485.88,Cash,Pending,1/31/2018
112259016,9/9/2015,CNW US,US2059441012,XPO US,3016.06,Cash,Completed,10/30/2015
136443477,12/6/2016,CNV FP,NL0010949392,CO FP,2569.22,Cash,Pending,3/3/2017
95714499,9/18/2014,CNQR US,US2067081099,SAP GR,7241.19,Cash,Completed,12/5/2014
97671108,10/20/2014,CNL US,US12561W1053,,4685.34,Cash,Completed,4/14/2016
64866438,5/30/2012,CNH US,NL0000298933,FI IM,1137.78,Stock,Completed,9/30/2013
56784077,8/8/2011,CNA AU,AU000000CNA2,,1577.59,Cash,Completed,12/19/2011
67644608,8/13/2012,CMVT US,US2058624022,VRNT US,905.02,Stock,Completed,2/5/2013
46269098,8/25/2010,CMST RM,RU000A0H1BE9,MTSS RM,1203.26,Stock,Completed,4/6/2011
59518952,11/28/2011,CMQ-U CN,CA1376412054,CUF-U CN,1437.32,Cash or Stock,Completed,3/6/2012
106518048,5/6/2015,CMLP US,US2263781070,CEQP US,5319.63,Stock,Completed,10/1/2015
50406641,12/13/2010,CML US,US20452A1088,DELL US,856.09,Cash,Completed,2/23/2011
65571212,6/20/2012,CMJ AU,AU000000CMJ5,FOXA US,1910.97,Cash,Completed,11/21/2012
155527785,11/20/2017,CMED CN,CA13767U1093,ACB CN,423.61,Stock,Pending,3/9/2018
59521064,11/28/2011,CMC US,US2017231034,IEP US,2570.27,Cash,Terminated,1/11/2012
89929690,4/14/2014,CMA SP,SG1Z05950543,CAPL SP,2539.82,Cash,Completed,7/22/2014
89194705,3/6/2014,CMA FP,FR0000120982,IT IM,664.2,Cash,Completed,7/15/2014
56198351,7/15/2011,CLX US,US1890541097,IEP US,11979.11,Cash,Terminated,9/23/2011
72792085,1/8/2013,CLWR US,US18538Q1058,DISH US,9506.62,Cash,Terminated,6/26/2013
71884156,12/13/2012,CLWR US,US18538Q1058,0848680D US,3603.82,Cash,Completed,7/10/2013
69927210,10/18/2012,CLWR US,US18538Q1058,0848680D US,3160.77,Cash,Completed,12/11/2012
48242564,9/16/2010,CLU US,US1511691099,CLW US,492.23,Cash,Completed,12/28/2010
69886634,10/17/2012,CLT CN,CA15118Q1090,XOM US,2955.28,Cash and Stock,Completed,3/1/2013
82925634,10/24/2013,CLS1 GR,DE000CLS1001,MCK US,4968.85,Cash,Completed,2/6/2014
82925712,10/24/2013,CLS1 GR,DE000CLS1001,MCK US,2758.42,Cash,Terminated,1/13/2014
49116552,10/22/2010,CLRT US,US1804891067,GE US,447.08,Cash,Completed,12/23/2010
77697592,6/3/2013,CLP US,US1958721060,MAA US,4041.7,Stock,Completed,10/2/2013
126679993,6/3/2016,CLNY US,US19624R1068,CLNS US,6024.42,Stock,Completed,1/11/2017
44942306,4/30/2010,CLE LN,GB0033551168,ICE US,543.41,Cash,Completed,7/8/2010
83363979,11/4/2013,CLDT US,US16208T1025,3620319Z US,538.22,Cash,Terminated,2/2/2014
52232429,2/22/2011,CLDA US,US18725U1097,FRX US,966.33,Cash,Completed,4/14/2011
138846647,1/18/2017,CLCD US,US19716T1016,LLY US,813.37,Cash,Completed,3/2/2017
136148744,12/1/2016,CLC US,US1798951075,PH US,4289.15,Cash,Completed,2/28/2017
54360094,5/10/2011,CKXE US,US12562M1062,APO US,500.56,Cash,Completed,6/22/2011
44798682,4/24/2010,CKR US,US12561E1055,APO US,1009.5,Cash,Completed,7/13/2010
43398837,2/26/2010,CKR US,US12561E1055,6612Z US,921.74,Cash,Terminated,4/24/2010
121861682,3/3/2016,CKEC US,US1434364006,AMC US,1178.83,Cash or Stock,Completed,12/22/2016
42846991,2/2/2010,CITP US,US20581E1047,MAN US,424.29,Cash or Stock,Completed,4/6/2010
108611621,7/20/2015,CINR US,US1724641097,655060Z TI,539.8,Cash,Completed,10/26/2015
97233083,10/9/2014,CIMB MK,MYL1023OO000,RHBBANK MK,12276.84,Stock,Terminated,1/14/2015
58675547,10/24/2011,CICSAB1 MM,MX01CI050005,GCARSOA1 MM,504.08,Cash,Completed,5/21/2012
108532089,7/24/2015,CI US,US1255091092,ANTM US,50382.29,Cash and Stock,Terminated,2/14/2017
110324137,7/31/2015,CHW LN,GB00B2QY9355,,559.36,Cash,Completed,10/19/2015
57621891,9/12/2011,CHTR LN,JE00B3CX4509,CFX US,2666,Cash and Stock,Completed,1/13/2012
90995323,5/8/2014,CHTP US,US1634281059,LUN DC,459.79,Cash,Completed,6/24/2014
63497735,4/18/2012,CHSI US,US14888B1035,CCT CN,4167.01,Cash and Stock,Completed,7/3/2012
148845402,7/25/2017,CHOO LN,GB00BQPW6Y82,KORS US,1349.95,Cash,Completed,11/2/2017
132421881,9/25/2016,CHMT US,US1638932095,LXS GR,2420.68,Cash,Completed,4/21/2017
44802730,4/23/2010,CHLD LN,GB0001952075,EMR US,1596.01,Cash,Completed,9/3/2010
45867314,6/8/2010,CHLD LN,GB0001952075,ABBN SW,1309.58,Cash,Terminated,7/1/2010
61826670,2/21/2012,CHG US,US12541M1027,FTS CN,1442.59,Cash,Completed,6/28/2013
87505249,2/17/2014,CHDX US,US1694671074,,431.68,Cash,Completed,9/30/2014
89942218,4/14/2014,CHDX US,US1694671074,,414.26,Cash,Terminated,9/30/2014
82926816,10/24/2013,CGX US,US2093411062,RRD US,690.81,Cash and Stock,Completed,2/3/2014
68957381,9/19/2012,CGX AU,AU000000CGX8,BTO CN,981.11,Stock,Completed,2/6/2013
100167750,12/17/2014,CGL LN,BMG196F11004,XL US,3889.09,Cash and Stock,Completed,5/1/2015
98946017,11/20/2014,CGG FP,FR0013181864,TEC FP,4403.5,Cash,Terminated,12/15/2014
85731848,1/1/2014,CGC US,    N.A.,F IM,4350,Cash,Completed,1/21/2014
130539438,8/18/2016,CFNL US,US14149F1093,UBSI US,898.36,Stock,Completed,4/24/2017
97056407,10/5/2014,CFN US,US14170T1016,BDX US,12153.92,Cash and Stock,Completed,3/17/2015
42490505,1/18/2010,CFL US,US1096991088,JCI US,1845.03,Cash or Stock,Completed,5/14/2010
68129391,8/28/2012,CFAO FP,FR0000060501,8015 JP,2213.93,Cash,Completed,12/28/2012
46523855,7/5/2010,CEY AU,AU000000CEY1,BANPU TB,1851.96,Cash,Completed,10/12/2010
56358266,7/22/2011,CEU AU,AU000000CEU9,3608421Z AU,2658.41,Cash or Stock,Completed,11/3/2011
76602464,4/30/2013,CEQ NO,NO0010003882,MHG NO,2148.28,Cash and Stock,Terminated,6/21/2013
96439533,9/22/2014,CEQ NO,NO0010003882,8058 JP,1727.82,Cash,Completed,11/17/2014
54123863,5/2/2011,CEPH US,US1567081096,TEVA IT,6154.82,Cash,Completed,10/17/2011
53198194,3/29/2011,CEPH US,US1567081096,VRX CN,5464.32,Cash,Terminated,5/2/2011
52109220,2/16/2011,CEP SM,ES0132580319,185587Z UH,7006.96,Cash,Completed,8/23/2011
83942490,11/19/2013,CEO LN,KYG224041189,,2143.06,Cash,Completed,1/21/2014
92782676,6/23/2014,CENT US,US1535271068,HRG US,992,Cash,Terminated,10/14/2014
65975251,7/2/2012,CELL US,US1094734050,IM US,895.02,Cash,Completed,10/16/2012
93316824,11/12/2014,CEL SP,SG1DE3000009,,889.35,Cash,Completed,4/16/2015
54039588,4/28/2011,CEG US,US2103711006,EXC US,10165.27,Stock,Completed,3/13/2012
141976154,10/2/2017,CEF/A CN,CA1535011011,82284Z US,2554.29,Cash and Stock,Pending,3/31/2018
86312605,1/16/2014,CEC US,US1251371092,APO US,1309.96,Cash,Completed,2/18/2014
138291171,1/5/2017,CEB US,US1251341061,IT US,3250.91,Cash and Stock,Completed,4/5/2017
49534903,11/8/2010,CDN LN,GB00B1GJZT14,GDRAMZ CH,425.1,Cash,Completed,8/30/2011
108132712,6/11/2015,CDI CN,CA1375081074,TDG CN,404.98,Cash or Stock,Completed,8/17/2015
50556342,12/17/2010,CDELB US,US17285T3041,CMLSQ US,1720.36,Cash or Stock,Completed,9/19/2011
104733669,3/30/2015,CCT CN,CA1488871023,UNH US,13226.57,Cash,Completed,7/28/2015
